,StationID,StationName,Latitude,Longitude,Suburb,Road,Neighborhood
0,72.0,W 52 St & 11 Ave,40.7673,-73.9939,Manhattan,West 52nd Street,Hell's Kitchen
1,79.0,Franklin St & W Broadway,40.7191,-74.0067,,Franklin Street,Tribeca
2,82.0,St James Pl & Pearl St,40.7112,-74.0002,Manhattan,Pearl Street,Two Bridges
3,83.0,Atlantic Ave & Fort Greene Pl,40.6838,-73.9763,Brooklyn,Atlantic Avenue,
4,116.0,W 17 St & 8 Ave,40.7418,-74.0015,,West 17th Street,Chelsea District
5,119.0,Park Ave & St Edwards St,40.6961,-73.978,Brooklyn,Park Avenue,
6,120.0,Lexington Ave & Classon Ave,40.6868,-73.9593,Brooklyn,Classon Avenue,
7,127.0,Barrow St & Hudson St,40.7317,-74.0067,,Barrow Street,West Village
8,128.0,MacDougal St & Prince St,40.7271,-74.003,,MacDougal Street,SoHo
9,143.0,Clinton St & Joralemon St,40.6924,-73.9934,Brooklyn,Clinton Street,Brooklyn Heights
10,144.0,Nassau St & Navy St,40.6984,-73.9807,Brooklyn,Navy Street,
11,146.0,Hudson St & Reade St,40.7163,-74.0091,,Hudson Street,Tribeca
12,150.0,E 2 St & Avenue C,40.7209,-73.9809,Manhattan,East 2nd Street,East Village
13,151.0,Cleveland Pl & Spring St,40.7221,-73.9972,Manhattan,Lafayette Street,Little Italy
14,157.0,Henry St & Atlantic Ave,40.6909,-73.9961,Brooklyn,Henry Street,Brooklyn Heights
15,161.0,LaGuardia Pl & W 3 St,40.7292,-73.9981,,Washington Square North,Greenwich Village
16,164.0,E 47 St & 2 Ave,40.7532,-73.9703,,East 47th Street,Turtle Bay
17,167.0,E 39 St & 3 Ave,40.7489,-73.976,Manhattan,East 39th Street,Murray Hill
18,168.0,W 18 St & 6 Ave,40.7397,-73.9946,,West 18th Street,Manhattan Community Board 5
19,173.0,Broadway & W 49 St,40.7607,-73.9845,,Broadway,
20,174.0,E 25 St & 1 Ave,40.7382,-73.9774,,East 25th Street,Kips Bay
21,195.0,Liberty St & Broadway,40.7091,-74.0104,Manhattan,Liberty Street,
22,212.0,W 16 St & The High Line,40.7433,-74.0068,,West 16th Street,Chelsea District
23,216.0,Columbia Heights & Cranberry St,40.7004,-73.9955,Brooklyn,Brooklyn-Queens Expressway,Brooklyn Heights
24,217.0,Old Fulton St,40.7028,-73.9938,Brooklyn,Old Fulton Street,
25,223.0,W 13 St & 7 Ave,40.7378,-73.9999,,West 13th Street,Greenwich Village
26,224.0,Spruce St & Nassau St,40.7115,-74.0055,,Pace Plaza,Financial District
27,228.0,E 48 St & 3 Ave,40.7546,-73.9719,,East 48th Street,Turtle Bay
28,229.0,Great Jones St,40.7274,-73.9938,,Great Jones Street,NoHo
29,236.0,St Marks Pl & 2 Ave,40.7284,-73.9871,Manhattan,Saint Mark's Place,East Village
30,237.0,E 11 St & 2 Ave,40.7305,-73.9867,Manhattan,East 11th Street,East Village
31,238.0,Bank St & Washington St,40.7362,-74.0086,,Bank Street,Manhattan Community Board 2
32,239.0,Willoughby St & Fleet St,40.692,-73.9813,Brooklyn,Willoughby Street,
33,241.0,DeKalb Ave & S Portland Ave,40.6898,-73.9749,Brooklyn,DeKalb Avenue,Fort Greene
34,242.0,Carlton Ave & Flushing Ave,40.6978,-73.9737,Brooklyn,Carlton Avenue,
35,243.0,Fulton St & Rockwell Pl,40.6884,-73.9795,Brooklyn,Fulton Street,
36,244.0,Willoughby Ave & Hall St,40.692,-73.9654,Brooklyn,Willoughby Avenue,
37,245.0,Myrtle Ave & St Edwards St,40.6933,-73.977,Brooklyn,Myrtle Avenue,
38,247.0,Perry St & Bleecker St,40.7354,-74.0048,,Perry Street,Manhattan Community Board 2
39,248.0,Laight St & Hudson St,40.7219,-74.0077,,Laight Street,Tribeca
40,249.0,Harrison St & Hudson St,40.7187,-74.009,Manhattan,Harrison Street,
41,251.0,Mott St & Prince St,40.7232,-73.9948,,Mott Street,Little Italy
42,252.0,MacDougal St & Washington Sq,40.7323,-73.9985,,MacDougal Street,Greenwich Village
43,254.0,W 11 St & 6 Ave,40.7353,-73.998,,West 11th Street,Greenwich Village
44,257.0,Lispenard St & Broadway,40.7194,-74.0025,,Lispenard Street,Tribeca
45,258.0,DeKalb Ave & Vanderbilt Ave,40.6894,-73.9689,Brooklyn,DeKalb Avenue,Fort Greene
46,259.0,South St & Whitehall St,40.7012,-74.0123,,South Street,Financial District
47,260.0,Broad St & Bridge St,40.7037,-74.0117,,Broad Street,Financial District
48,261.0,Johnson St & Gold St,40.6947,-73.9836,Brooklyn,Flatbush Avenue Extension,
49,262.0,Washington Park,40.6918,-73.9737,Brooklyn,Washington Park,
50,264.0,Maiden Ln & Pearl St,40.7071,-74.0073,,Maiden Lane,Financial District
51,265.0,Stanton St & Chrystie St,40.7223,-73.9915,Manhattan,Stanton Street,Lower East Side
52,266.0,Avenue D & E 8 St,40.7237,-73.9757,,East 8th Street,
53,267.0,Broadway & W 36 St,40.751,-73.9877,,Broadway,Garment District
54,268.0,Howard St & Centre St,40.7191,-73.9997,,Howard Street,Little Italy
55,270.0,Adelphi St & Myrtle Ave,40.6931,-73.9718,Brooklyn,Adelphi Street,
56,274.0,Lafayette Ave & Fort Greene Pl,40.6869,-73.9767,Brooklyn,Lafayette Avenue,
57,275.0,Washington Ave & Greene Ave,40.6865,-73.9656,Brooklyn,Washington Avenue,
58,276.0,Duane St & Greenwich St,40.7175,-74.0105,,Duane Street,Tribeca
59,278.0,Concord St & Bridge St,40.6977,-73.9848,Brooklyn,Concord Street,
60,279.0,Peck Slip & Front St,40.7079,-74.0017,,Peck Slip,Financial District
61,280.0,E 10 St & 5 Ave,40.7333,-73.9951,,East 10th Street,Greenwich Village
62,281.0,Grand Army Plaza & Central Park S,40.7644,-73.9737,,Grand Army Plaza,Manhattan Community Board 5
63,282.0,Kent Ave & S 11 St,40.7076,-73.9684,Brooklyn,Kent Avenue,
64,284.0,Greenwich Ave & 8 Ave,40.739,-74.0026,,Greenwich Avenue,Manhattan Community Board 2
65,285.0,Broadway & E 14 St,40.7345,-73.9907,,Broadway,East Village
66,289.0,Monroe St & Classon Ave,40.6846,-73.9588,Brooklyn,Monroe Street,
67,291.0,Madison St & Montgomery St,40.7131,-73.9848,Manhattan,Madison Street,Lower East Side
68,293.0,Lafayette St & E 8 St,40.7302,-73.991,,Lafayette Street,NoHo
69,295.0,Pike St & E Broadway,40.7141,-73.9929,,Pike Street,Chinatown
70,296.0,Division St & Bowery,40.7141,-73.997,Manhattan,Division Street,
71,297.0,E 15 St & 3 Ave,40.7342,-73.9869,,East 15th Street,Gramercy
72,298.0,3 Ave & Schermerhorn St,40.6868,-73.9797,Brooklyn,3 Avenue,
73,301.0,E 2 St & Avenue B,40.7222,-73.9837,Manhattan,East 2nd Street,East Village
74,302.0,Avenue D & E 3 St,40.7208,-73.9779,Manhattan,Avenue D,
75,303.0,Mercer St & Spring St,40.7236,-73.9995,,Mercer Street,SoHo
76,304.0,Broadway & Battery Pl,40.7046,-74.0136,,Battery Place,Financial District
77,305.0,E 58 St & 3 Ave,40.761,-73.9672,Manhattan,East 58th Street,Midtown East
78,307.0,Canal St & Rutgers St,40.7143,-73.9899,Manhattan,Canal Street,Lower East Side
79,308.0,St James Pl & Oliver St,40.7131,-73.9985,,Pearl Street,Civic Center
80,309.0,Murray St & West St,40.715,-74.013,,Murray Street,Tribeca
81,310.0,State St & Smith St,40.6893,-73.9891,Brooklyn,Atlantic Avenue,Boerum Hill
82,311.0,Norfolk St & Broome St,40.7172,-73.988,Manhattan,Norfolk Street,Lower East Side
83,312.0,Allen St & Stanton St,40.7221,-73.9891,Manhattan,Allen Street,Lower East Side
84,313.0,Washington Ave & Park Ave,40.6961,-73.9675,Brooklyn,Washington Avenue,
85,314.0,Cadman Plaza West & Montague St,40.6938,-73.9905,Brooklyn,Montague Street,
86,315.0,South St & Gouverneur Ln,40.7036,-74.0067,,FDR Drive,Financial District
87,316.0,Fulton St & William St,40.7096,-74.0065,,Fulton Street,Financial District
88,317.0,E 6 St & Avenue B,40.7245,-73.9819,Manhattan,Avenue B,East Village
89,319.0,Fulton St & Broadway,40.7111,-74.0094,,Fulton Street,Financial District
90,320.0,Leonard St & Church St,40.7176,-74.0055,,Leonard Street,Tribeca
91,321.0,Cadman Plaza E & Red Cross Pl,40.6999,-73.9897,Brooklyn,Cadman Plaza East,
92,323.0,Lawrence St & Willoughby St,40.6924,-73.9863,Brooklyn,Lawrence Street,Downtown Brooklyn
93,324.0,DeKalb Ave & Hudson Ave,40.6899,-73.981,Brooklyn,DeKalb Avenue,
94,325.0,E 19 St & 3 Ave,40.7362,-73.9847,Manhattan,3rd Avenue,
95,326.0,E 11 St & 1 Ave,40.7295,-73.9843,Manhattan,East 11th Street,East Village
96,327.0,Vesey Pl & River Terrace,40.7153,-74.0166,Manhattan,Vesey Place,
97,328.0,Watts St & Greenwich St,40.7241,-74.0097,,Watts Street,Tribeca
98,330.0,Reade St & Broadway,40.7145,-74.0056,,Reade Street,Civic Center
99,331.0,Pike St & Monroe St,40.7117,-73.9919,Manhattan,Pike Street,Two Bridges
100,332.0,Cherry St,40.7122,-73.9795,Manhattan,Cherry Street,
101,334.0,W 20 St & 7 Ave,40.7424,-73.9973,,West 20th Street,Chelsea District
102,335.0,Washington Pl & Broadway,40.729,-73.994,,Washington Place,Greenwich Village
103,336.0,Sullivan St & Washington Sq,40.7305,-73.9991,,Washington Square North,Greenwich Village
104,337.0,Old Slip & Front St,40.7038,-74.0084,,Old Slip,Financial District
105,339.0,Avenue D & E 12 St,40.7258,-73.9742,Manhattan,Avenue D,
106,340.0,Madison St & Clinton St,40.7127,-73.9878,Manhattan,Madison Street,Two Bridges
107,341.0,Stanton St & Mangin St,40.7178,-73.9763,,Stanton Street,
108,342.0,Columbia St & Rivington St,40.7174,-73.9802,Manhattan,Columbia Street,
109,343.0,Clinton Ave & Flushing Ave,40.6979,-73.9699,Brooklyn,Flushing Avenue,
110,344.0,Monroe St & Bedford Ave,40.6851,-73.9538,Brooklyn,Monroe Street,
111,346.0,Bank St & Hudson St,40.7365,-74.0062,,Bank Street,Manhattan Community Board 2
112,347.0,Greenwich St & W Houston St,40.7288,-74.0086,,Greenwich Street,Manhattan Community Board 2
113,349.0,Rivington St & Ridge St,40.7185,-73.9833,Manhattan,Rivington Street,
114,350.0,Clinton St & Grand St,40.7156,-73.987,Manhattan,Clinton Street,Lower East Side
115,351.0,Front St & Maiden Ln,40.7053,-74.0061,,Pine Street,Financial District
116,353.0,S Portland Ave & Hanson Pl,40.6854,-73.9743,Brooklyn,South Portland Avenue,
117,354.0,Emerson Pl & Myrtle Ave,40.6936,-73.9622,Brooklyn,Emerson Place,
118,355.0,Bayard St & Baxter St,40.716,-73.9997,,Bayard Street,Chinatown
119,356.0,Bialystoker Pl & Delancey St,40.7162,-73.9826,Manhattan,Willett Street,
120,358.0,Christopher St & Greenwich St,40.7329,-74.0071,,Christopher Street,Manhattan Community Board 2
121,359.0,E 47 St & Park Ave,40.7551,-73.975,,Vanderbilt Avenue,Midtown East
122,360.0,William St & Pine St,40.7072,-74.0089,,Chase Manhattan Plaza,Financial District
123,361.0,Allen St & Hester St,40.7161,-73.9919,,Allen Street,Chinatown
124,362.0,Broadway & W 37 St,40.7517,-73.9875,,Broadway,Garment District
125,363.0,West Thames St,40.7083,-74.0171,Manhattan,West Thames Street,Battery Park City
126,364.0,Lafayette Ave & Classon Ave,40.689,-73.9602,Brooklyn,Lafayette Avenue,
127,365.0,Fulton St & Grand Ave,40.6822,-73.9615,Brooklyn,Fulton Street,
128,366.0,Clinton Ave & Myrtle Ave,40.6933,-73.9689,Brooklyn,Clinton Avenue,
129,368.0,Carmine St & 6 Ave,40.7304,-74.0021,,Carmine Street,West Village
130,369.0,Washington Pl & 6 Ave,40.7322,-74.0003,,West Washington Place,Greenwich Village
131,372.0,Franklin Ave & Myrtle Ave,40.6945,-73.958,Brooklyn,Franklin Avenue,
132,373.0,Willoughby Ave & Walworth St,40.6933,-73.9538,Brooklyn,Sandford Street,
133,376.0,John St & William St,40.7086,-74.0072,,John Street,Financial District
134,377.0,6 Ave & Canal St,40.7224,-74.0057,,Sullivan Street,Manhattan Community Board 2
135,379.0,W 31 St & 7 Ave,40.7492,-73.9916,,7th Avenue,Chelsea District
136,380.0,W 4 St & 7 Ave S,40.734,-74.0029,,West 4th Street,Manhattan Community Board 2
137,382.0,University Pl & E 14 St,40.7349,-73.992,,University Place,Greenwich Village
138,383.0,Greenwich Ave & Charles St,40.7352,-74.0003,,Greenwich Avenue,Manhattan Community Board 2
139,386.0,Centre St & Worth St,40.7149,-74.0023,,Centre Street,Civic Center
140,387.0,Centre St & Chambers St,40.7127,-74.0046,,Brooklyn Bridge,Civic Center
141,388.0,W 26 St & 10 Ave,40.7497,-74.003,,West 26th Street,Chelsea District
142,389.0,Broadway & Berry St,40.7104,-73.9653,Brooklyn,Broadway,
143,390.0,Duffield St & Willoughby St,40.6922,-73.9843,Brooklyn,Duffield Street,Downtown Brooklyn
144,391.0,Clark St & Henry St,40.6976,-73.9934,Brooklyn,Monroe Place,Brooklyn Heights
145,392.0,Jay St & Tech Pl,40.6951,-73.9872,Brooklyn,Tillary Street,Downtown Brooklyn
146,393.0,E 5 St & Avenue C,40.723,-73.98,Manhattan,East 5th Street,East Village
147,394.0,E 9 St & Avenue C,40.7252,-73.9777,Manhattan,East 9th Street,East Village
148,396.0,Lefferts Pl & Franklin Ave,40.6803,-73.9558,Brooklyn,Lefferts Place,
149,397.0,Fulton St & Clermont Ave,40.6842,-73.9692,Brooklyn,Fulton Street,Fort Greene
150,398.0,Atlantic Ave & Furman St,40.6917,-74.0,Brooklyn,Columbia Street Greenway,
151,399.0,Lafayette Ave & St James Pl,40.6885,-73.9648,Brooklyn,Saint James Place,
152,400.0,Pitt St & Stanton St,40.7193,-73.9818,Manhattan,Stanton Street,
153,401.0,Allen St & Rivington St,40.7202,-73.99,Manhattan,Allen Street,Lower East Side
154,402.0,Broadway & E 22 St,40.7403,-73.9896,,Broadway,Flatiron District
155,403.0,E 2 St & 2 Ave,40.725,-73.9907,Manhattan,2nd Avenue,East Village
156,405.0,Washington St & Gansevoort St,40.7393,-74.0081,,Washington Street,West Village
157,406.0,Hicks St & Montague St,40.6951,-73.996,Brooklyn,Hicks Street,Brooklyn Heights
158,408.0,Market St & Cherry St,40.7108,-73.994,,Market Street,Chinatown
159,410.0,Suffolk St & Stanton St,40.7207,-73.9852,Manhattan,Suffolk Street,Lower East Side
160,411.0,E 6 St & Avenue D,40.7223,-73.9767,Manhattan,East 6th Street,
161,412.0,Forsyth St & Canal St,40.7158,-73.9942,,Forsyth Street,Chinatown
162,415.0,Pearl St & Hanover Square,40.7047,-74.0093,,Pearl Street,Financial District
163,416.0,Cumberland St & Lafayette Ave,40.6875,-73.9727,Brooklyn,Cumberland Street,
164,417.0,Barclay St & Church St,40.7129,-74.0102,,Barclay Street,Tribeca
165,418.0,Front St & Gold St,40.7022,-73.9826,Brooklyn,Gold Street,
166,419.0,Carlton Ave & Park Ave,40.6958,-73.9736,Brooklyn,Carlton Avenue,
167,420.0,Clermont Ave & Lafayette Ave,40.6876,-73.9697,Brooklyn,Clermont Avenue,
168,421.0,Clermont Ave & Park Ave,40.6957,-73.9713,Brooklyn,Clermont Avenue,
169,422.0,W 59 St & 10 Ave,40.7705,-73.988,Manhattan,11th Avenue,Hell's Kitchen
170,423.0,W 54 St & 9 Ave,40.7658,-73.9869,Manhattan,West 54th Street,Hell's Kitchen
171,426.0,West St & Chambers St,40.7175,-74.0132,Manhattan,Hudson River Park Esplanade,Battery Park City
172,427.0,Bus Slip & State St,40.7019,-74.0139,,Peter Minuit Plaza,Financial District
173,432.0,E 7 St & Avenue A,40.7262,-73.9838,Manhattan,East 7th Street,East Village
174,434.0,9 Ave & W 18 St,40.7432,-74.0037,,9th Avenue,Chelsea District
175,435.0,W 21 St & 6 Ave,40.7417,-73.9942,,West 21st Street,Chelsea District
176,436.0,Hancock St & Bedford Ave,40.6822,-73.954,Brooklyn,Jefferson Avenue,
177,437.0,Macon St & Nostrand Ave,40.681,-73.95,Brooklyn,Macon Street,
178,438.0,St Marks Pl & 1 Ave,40.7278,-73.9856,Manhattan,Saint Mark's Place,East Village
179,439.0,E 4 St & 2 Ave,40.7263,-73.9898,,East 4th Street,NoHo Historic District
180,440.0,E 45 St & 3 Ave,40.7526,-73.9728,,East 45th Street,Turtle Bay
181,441.0,E 52 St & 2 Ave,40.756,-73.9674,,East 52nd Street,Turtle Bay
182,442.0,W 27 St & 7 Ave,40.7466,-73.9939,,West 27th Street,Chelsea District
183,443.0,Bedford Ave & S 9 St,40.7085,-73.9641,Brooklyn,Bedford Avenue,
184,445.0,E 10 St & Avenue A,40.7274,-73.9814,Manhattan,East 10th Street,East Village
185,446.0,W 24 St & 7 Ave,40.7449,-73.9953,,7th Avenue,Chelsea
186,447.0,8 Ave & W 52 St,40.7637,-73.9852,,8th Avenue,Hell's Kitchen
187,448.0,W 37 St & 10 Ave,40.7566,-73.9979,Manhattan,West 37th Street,Hudson Yards
188,450.0,W 49 St & 8 Ave,40.7623,-73.9879,Manhattan,West 49th Street,Hell's Kitchen
189,453.0,W 22 St & 8 Ave,40.7448,-73.9992,,West 22nd Street,Chelsea District
190,454.0,E 51 St & 1 Ave,40.7546,-73.9659,,East 51st Street,Turtle Bay
191,455.0,1 Ave & E 44 St,40.75,-73.9691,,1st Avenue Tunnel,Turtle Bay
192,456.0,E 53 St & Madison Ave,40.7597,-73.974,,East 53rd Street,Midtown East
193,458.0,11 Ave & W 27 St,40.7514,-74.0052,,West 27th Street,Chelsea District
194,459.0,W 20 St & 11 Ave,40.7467,-74.0078,,11th Avenue,Chelsea District
195,460.0,S 4 St & Wythe Ave,40.7129,-73.9659,Brooklyn,South 4th Street,
196,461.0,E 20 St & 2 Ave,40.7359,-73.9821,,East 20th Street,Gramercy
197,462.0,W 22 St & 10 Ave,40.7469,-74.0045,,West 22nd Street,Chelsea District
198,465.0,Broadway & W 41 St,40.7551,-73.9866,,West 41st Street,Garment District
199,466.0,W 25 St & 6 Ave,40.744,-73.9914,,West 25th Street,Flatiron District
200,467.0,Dean St & 4 Ave,40.6831,-73.979,Brooklyn,Atlantic Avenue,
201,468.0,Broadway & W 56 St,40.7653,-73.9819,,West 56th Street,Manhattan Community Board 5
202,469.0,Broadway & W 53 St,40.7634,-73.9827,,West 53rd Street,Manhattan Community Board 5
203,470.0,W 20 St & 8 Ave,40.7435,-74.0,,West 20th Street,Chelsea District
204,471.0,Grand St & Havemeyer St,40.7129,-73.957,Brooklyn,Grand Street,
205,472.0,E 32 St & Park Ave,40.7457,-73.9819,,Park Avenue,Manhattan Community Board 5
206,473.0,Rivington St & Chrystie St,40.7211,-73.9919,Manhattan,Forsyth Street,Lower East Side
207,474.0,5 Ave & E 29 St,40.7452,-73.9868,,5th Avenue,NoMad
208,476.0,E 31 St & 3 Ave,40.7439,-73.9797,,East 31st Street,Kips Bay
209,477.0,W 41 St & 8 Ave,40.7564,-73.99,,West 41st Street,Garment District
210,478.0,11 Ave & W 41 St,40.7603,-73.9988,Manhattan,11th Avenue,
211,479.0,9 Ave & W 45 St,40.7602,-73.9913,Manhattan,9th Avenue,Hell's Kitchen
212,480.0,W 53 St & 10 Ave,40.7667,-73.9906,,West 53rd Street,Theater District
213,481.0,S 3 St & Bedford Ave,40.7126,-73.9626,Brooklyn,Bedford Avenue,
214,482.0,W 15 St & 7 Ave,40.7394,-73.9993,,West 15th Street,Chelsea District
215,483.0,E 12 St & 3 Ave,40.7322,-73.9889,,East 12th Street,East Village
216,484.0,W 44 St & 5 Ave,40.755,-73.9801,Manhattan,5th Avenue,
217,485.0,W 37 St & 5 Ave,40.7504,-73.9834,,West 37th Street,Manhattan Community Board 5
218,486.0,Broadway & W 29 St,40.7462,-73.9886,,Broadway,Midtown South
219,487.0,E 20 St & FDR Drive,40.7331,-73.9757,Manhattan,East 20th Street service road,
220,489.0,10 Ave & W 28 St,40.7507,-74.0018,,10th Avenue,Chelsea District
221,490.0,8 Ave & W 33 St,40.7516,-73.9939,,West 34th Street,Manhattan Community Board 5
222,491.0,E 24 St & Park Ave S,40.741,-73.986,,Madison Avenue,Flatiron District
223,492.0,W 33 St & 7 Ave,40.7502,-73.9909,,West 33rd Street,Chelsea District
224,493.0,W 45 St & 6 Ave,40.7568,-73.9829,,West 45th Street,
225,494.0,W 26 St & 8 Ave,40.7473,-73.9972,,West 26th Street,
226,495.0,W 47 St & 10 Ave,40.7627,-73.993,,West 47th Street,Theater District
227,496.0,E 16 St & 5 Ave,40.7373,-73.9924,,East 16th Street,Manhattan Community Board 5
228,497.0,E 17 St & Broadway,40.737,-73.9901,,East 17th Street,Union Square
229,498.0,Broadway & W 32 St,40.7485,-73.9881,,West 32nd Street,Herald Square
230,499.0,Broadway & W 60 St,40.7692,-73.9819,Manhattan,Broadway,Columbus Circle
231,500.0,Broadway & W 51 St,40.7623,-73.9834,,Broadway,Manhattan Community Board 5
232,501.0,FDR Drive & E 35 St,40.7442,-73.9712,Manhattan,East River Esplanade,
233,502.0,Henry St & Grand St,40.7142,-73.9813,Manhattan,Henry Street,
234,503.0,E 20 St & Park Ave,40.7383,-73.9875,,East 20th Street,Flatiron District
235,504.0,1 Ave & E 16 St,40.7322,-73.9817,,1st Avenue service road,Stuy Town
236,505.0,6 Ave & W 33 St,40.749,-73.9885,,West 32nd Street,Herald Square
237,507.0,E 25 St & 2 Ave,40.7391,-73.9797,,East 25th Street,Kips Bay
238,508.0,W 46 St & 11 Ave,40.7634,-73.9967,Manhattan,West 46th Street,Hell's Kitchen
239,513.0,W 56 St & 10 Ave,40.7683,-73.9886,,West 56th Street,Hell's Kitchen
240,514.0,12 Ave & W 40 St,40.7609,-74.0028,Manhattan,Hudson River Park Esplanade,
241,515.0,W 43 St & 10 Ave,40.7601,-73.9946,Manhattan,West 43rd Street,Hell's Kitchen
242,516.0,E 47 St & 1 Ave,40.7521,-73.9678,,East 47th Street,Turtle Bay
243,517.0,Pershing Square South,40.7516,-73.9779,,Park Avenue,Murray Hill
244,518.0,E 39 St & 2 Ave,40.7478,-73.9734,Manhattan,East 39th Street,
245,519.0,Pershing Square North,40.7519,-73.9777,,Park Avenue,Murray Hill
246,520.0,W 52 St & 5 Ave,40.7599,-73.9765,,West 52nd Street,Manhattan Community Board 5
247,522.0,E 51 St & Lexington Ave,40.7571,-73.9721,,Lexington Avenue,Midtown East
248,523.0,W 38 St & 8 Ave,40.7547,-73.9914,,8th Avenue,Manhattan Community Board 5
249,525.0,W 34 St & 11 Ave,40.7559,-74.0021,Manhattan,West 34th Street,
250,526.0,E 33 St & 5 Ave,40.7477,-73.9849,,East 33rd Street,Manhattan Community Board 5
251,528.0,2 Ave & E 31 St,40.7429,-73.9771,Manhattan,East 31st Street,
252,529.0,W 42 St & 8 Ave,40.7576,-73.991,,8th Avenue,Theater District
253,530.0,11 Ave & W 59 St,40.7715,-73.9905,Manhattan,11th Avenue,Hell's Kitchen
254,531.0,Forsyth St & Broome St,40.7189,-73.9927,Manhattan,Broome Street,Lower East Side
255,532.0,S 5 Pl & S 5 St,40.7105,-73.9609,Brooklyn,South 5th Place,
256,533.0,Broadway & W 38 St,40.753,-73.9872,,Broadway,Garment District
257,534.0,Water - Whitehall Plaza,40.7026,-74.0127,,Water Street,Financial District
258,536.0,1 Ave & E 30 St,40.7414,-73.9754,,East 30th Street,Kips Bay
259,539.0,Metropolitan Ave & Bedford Ave,40.7153,-73.9602,Brooklyn,Bedford Avenue,
260,540.0,Lexington Ave & E 29 St,40.7431,-73.9822,,Lexington Avenue,Manhattan Community Board 5
261,545.0,E 23 St & 1 Ave,40.7365,-73.9781,,East 23rd Street,Stuy Town
262,546.0,E 30 St & Park Ave S,40.7444,-73.983,,East 30th Street,Manhattan Community Board 5
263,2000.0,Front St & Washington St,40.7026,-73.9894,Brooklyn,Old Fulton Street,
264,2002.0,Wythe Ave & Metropolitan Ave,40.7169,-73.9632,Brooklyn,Wythe Avenue,
265,2003.0,1 Ave & E 18 St,40.7338,-73.9805,Manhattan,1st Avenue,
266,2005.0,Railroad Ave & Kay Ave,40.7053,-73.971,Brooklyn,Railroad Avenue,
267,2006.0,Central Park S & 6 Ave,40.7659,-73.9763,Manhattan,Central Park Outer Loop,
268,2008.0,Little West St & 1 Pl,40.7057,-74.0168,Manhattan,1st Place,Battery Park City
269,2009.0,Catherine St & Monroe St,40.7112,-73.9968,Manhattan,Catherine Street,Two Bridges
270,2012.0,E 27 St & 1 Ave,40.7394,-73.9768,,East 27th Street,Kips Bay
271,2017.0,E 43 St & 2 Ave,40.7502,-73.9712,Manhattan,East 42nd Street,Tudor City
272,2021.0,W 45 St & 8 Ave,40.7593,-73.9886,Manhattan,West 45th Street,
273,2022.0,E 60 St & York Ave,40.7591,-73.9592,Manhattan,York Avenue,
274,2023.0,E 55 St & Lexington Ave,40.7597,-73.9703,,East 55th Street,Midtown East
275,3002.0,South End Ave & Liberty St,40.7115,-74.0158,Manhattan,South End Avenue,Battery Park City
276,3016.0,Kent Ave & N 7 St,40.7204,-73.9617,Brooklyn,Kent Avenue,
277,3041.0,Kingston Ave & Herkimer St,40.6789,-73.9414,Brooklyn,Kingston Avenue,
278,3042.0,Fulton St & Utica Ave,40.6794,-73.9299,Brooklyn,Fulton Street,
279,3043.0,Lewis Ave & Decatur St,40.6815,-73.9349,Brooklyn,Lewis Avenue,
280,3044.0,Albany Ave & Fulton St,40.68,-73.9385,Brooklyn,Albany Avenue,
281,3046.0,Marcus Garvey Blvd & Macon St,40.6826,-73.938,Brooklyn,Marcus Garvey Boulevard,
282,3047.0,Halsey St & Tompkins Ave,40.6824,-73.9441,Brooklyn,Halsey Street,
283,3048.0,Putnam Ave & Nostrand Ave,40.684,-73.9498,Brooklyn,Putnam Avenue,
284,3049.0,Cambridge Pl & Gates Ave,40.6849,-73.963,Brooklyn,Gates Avenue,
285,3050.0,Putnam Ave & Throop Ave,40.6852,-73.9411,Brooklyn,Throop Avenue,
286,3052.0,Lewis Ave & Madison St,40.6863,-73.9358,Brooklyn,Madison Street,
287,3053.0,Marcy Ave & Lafayette Ave,40.6901,-73.9479,Brooklyn,Lafayette Avenue,
288,3054.0,Greene Ave & Throop Ave,40.6895,-73.9421,Brooklyn,Greene Avenue,
289,3055.0,Greene Ave & Nostrand Ave,40.6883,-73.9509,Brooklyn,Greene Avenue,
290,3056.0,Kosciuszko St & Nostrand Ave,40.6907,-73.9513,Brooklyn,Kosciuszko Street,
291,3057.0,Kosciuszko St & Tompkins Ave,40.6913,-73.9452,Brooklyn,Kosciuszko Street,
292,3058.0,Lewis Ave & Kosciuszko St,40.6924,-73.9371,Brooklyn,Kosciuszko Street,
293,3059.0,Pulaski St & Marcus Garvey Blvd,40.6934,-73.9399,Brooklyn,Pulaski Street,
294,3060.0,Willoughby Ave & Tompkins Ave,40.6943,-73.9463,Brooklyn,Willoughby Avenue,
295,3061.0,Throop Ave & Myrtle Ave,40.6962,-73.9437,Brooklyn,Throop Avenue,
296,3062.0,Myrtle Ave & Marcy Ave,40.6954,-73.9495,Brooklyn,Myrtle Avenue,
297,3063.0,Nostrand Ave & Myrtle Ave,40.6953,-73.9524,Brooklyn,Nostrand Avenue,
298,3064.0,Myrtle Ave & Lewis Ave,40.6968,-73.9376,Brooklyn,Myrtle Avenue,
299,3065.0,Union Ave & Wallabout St,40.7003,-73.9503,Brooklyn,Flushing Avenue,
300,3066.0,Tompkins Ave & Hopkins St,40.6996,-73.9471,Brooklyn,Tompkins Avenue,
301,3067.0,Broadway & Whipple St,40.7017,-73.9437,Brooklyn,Broadway,
